Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,Variant Image,SEO Title,SEO Description,Status,Product Metafield: reviews.rating [rating],Product Metafield: reviews.rating_count [number_integer],Product Metafield: custom.sold_count [number_integer]
skeleton-cardigan-colours,,,,,,,Size,S,Color,Army Green,,,skeleton-cardigan-colours-S-ARMYGREEN,shopify,25,deny,manual,25.99,39.98,TRUE,TRUE,,,,,,,,,,
skeleton-cardigan-colours,,,,,,,Size,S,Color,Khaki,,,skeleton-cardigan-colours-S-KHAKI,shopify,25,deny,manual,25.99,39.98,TRUE,TRUE,,,,,,,,,,
skeleton-cardigan-colours,,,,,,,Size,M,Color,Black,,,skeleton-cardigan-colours-M-BLACK,shopify,25,deny,manual,25.99,39.98,TRUE,TRUE,,,,,,,,,,
skeleton-cardigan-colours,,,,,,,Size,M,Color,Grey,,,skeleton-cardigan-colours-M-GREY,shopify,25,deny,manual,25.99,39.98,TRUE,TRUE,,,,,,,,,,
skeleton-cardigan-colours,,,,,,,Size,M,Color,Pink,,,skeleton-cardigan-colours-M-PINK,shopify,25,deny,manual,25.99,39.98,TRUE,TRUE,,,,,,,,,,
skeleton-cardigan-colours,,,,,,,Size,M,Color,Army Green,,,skeleton-cardigan-colours-M-ARMYGREEN,shopify,25,deny,manual,25.99,39.98,TRUE,TRUE,,,,,,,,,,
skeleton-cardigan-colours,,,,,,,Size,M,Color,Khaki,,,skeleton-cardigan-colours-M-KHAKI,shopify,25,deny,manual,25.99,39.98,TRUE,TRUE,,,,,,,,,,
skeleton-cardigan-colours,,,,,,,Size,L,Color,Black,,,skeleton-cardigan-colours-L-BLACK,shopify,25,deny,manual,25.99,39.98,TRUE,TRUE,,,,,,,,,,
skeleton-cardigan-colours,,,,,,,Size,L,Color,Grey,,,skeleton-cardigan-colours-L-GREY,shopify,25,deny,manual,25.99,39.98,TRUE,TRUE,,,,,,,,,,
skeleton-cardigan-colours,,,,,,,Size,L,Color,Pink,,,skeleton-cardigan-colours-L-PINK,shopify,25,deny,manual,25.99,39.98,TRUE,TRUE,,,,,,,,,,
skeleton-cardigan-colours,,,,,,,Size,L,Color,Army Green,,,skeleton-cardigan-colours-L-ARMYGREEN,shopify,25,deny,manual,25.99,39.98,TRUE,TRUE,,,,,,,,,,
skeleton-cardigan-colours,,,,,,,Size,L,Color,Khaki,,,skeleton-cardigan-colours-L-KHAKI,shopify,25,deny,manual,25.99,39.98,TRUE,TRUE,,,,,,,,,,
skeleton-cardigan-colours,,,,,,,Size,XL,Color,Black,,,skeleton-cardigan-colours-XL-BLACK,shopify,25,deny,manual,25.99,39.98,TRUE,TRUE,,,,,,,,,,
skeleton-cardigan-colours,,,,,,,Size,XL,Color,Grey,,,skeleton-cardigan-colours-XL-GREY,shopify,25,deny,manual,25.99,39.98,TRUE,TRUE,,,,,,,,,,
skeleton-cardigan-colours,,,,,,,Size,XL,Color,Pink,,,skeleton-cardigan-colours-XL-PINK,shopify,25,deny,manual,25.99,39.98,TRUE,TRUE,,,,,,,,,,
skeleton-cardigan-colours,,,,,,,Size,XL,Color,Army Green,,,skeleton-cardigan-colours-XL-ARMYGREEN,shopify,25,deny,manual,25.99,39.98,TRUE,TRUE,,,,,,,,,,
skeleton-cardigan-colours,,,,,,,Size,XL,Color,Khaki,,,skeleton-cardigan-colours-XL-KHAKI,shopify,25,deny,manual,25.99,39.98,TRUE,TRUE,,,,,,,,,,
skeleton-cardigan-colours,,,,,,,Size,XXL,Color,Black,,,skeleton-cardigan-colours-XXL-BLACK,shopify,25,deny,manual,25.99,39.98,TRUE,TRUE,,,,,,,,,,
skeleton-cardigan-colours,,,,,,,Size,XXL,Color,Grey,,,skeleton-cardigan-colours-XXL-GREY,shopify,25,deny,manual,25.99,39.98,TRUE,TRUE,,,,,,,,,,
skeleton-cardigan-colours,,,,,,,Size,XXL,Color,Pink,,,skeleton-cardigan-colours-XXL-PINK,shopify,25,deny,manual,25.99,39.98,TRUE,TRUE,,,,,,,,,,
skeleton-cardigan-colours,,,,,,,Size,XXL,Color,Army Green,,,skeleton-cardigan-colours-XXL-ARMYGREEN,shopify,25,deny,manual,25.99,39.98,TRUE,TRUE,,,,,,,,,,
skeleton-cardigan-colours,,,,,,,Size,XXL,Color,Khaki,,,skeleton-cardigan-colours-XXL-KHAKI,shopify,25,deny,manual,25.99,39.98,TRUE,TRUE,,,,,,,,,,
skeleton-cardigan-colours,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/skeleton-cardigan-colours-2.jpg,2,Skeleton Print Knit Cardigan,,,,,,,
skeleton-cardigan-colours,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/skeleton-cardigan-colours-3.jpg,3,Skeleton Print Knit Cardigan,,,,,,,
skeleton-cardigan-colours,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/skeleton-cardigan-colours-4.jpg,4,Skeleton Print Knit Cardigan,,,,,,,
skeleton-cardigan-colours,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/skeleton-cardigan-colours-5.jpg,5,Skeleton Print Knit Cardigan,,,,,,,
skeleton-cardigan-colours,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/skeleton-cardigan-colours-6.jpg,6,Skeleton Print Knit Cardigan,,,,,,,
skeleton-cardigan-colours,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/skeleton-cardigan-colours-7.jpg,7,Skeleton Print Knit Cardigan,,,,,,,
skull-drop-shoulder-sweater,Distressed Skull Drop-Shoulder Sweater,"<p>Heavy black knit with a worn skull graphic and deliberate distressing. Streetwear first, Halloween second, so it sells past October.</p><ul><li>Heavy black knit with a worn skull graphic</li><li>Deliberate distressing and a drop-shoulder cut</li><li>Streetwear first - it sells well past October</li></ul>",,Apparel,"Apparel, needs-size",TRUE,Color,Ivory,,,,,skull-drop-shoulder-sweater-IVORY,shopify,25,deny,manual,24.27,47.59,TRUE,TRUE,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/skull-drop-shoulder-sweater.jpg,1,Distressed Skull Drop-Shoulder Sweater,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/skull-drop-shoulder-sweater-8.jpg,Distressed Skull Drop-Shoulder Sweater | Free US Shipping Before Hallo,"Heavy black knit with a worn skull graphic and deliberate distressing. Streetwear first, Halloween second, so it sells past October.",active,"{""scale_min"":""1.0"",""scale_max"":""5.0"",""value"":""4.7""}",1450,19503
skull-drop-shoulder-sweater,,,,,,,Color,Black,,,,,skull-drop-shoulder-sweater-BLACK,shopify,25,deny,manual,24.27,47.59,TRUE,TRUE,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/skull-drop-shoulder-sweater-7.jpg,,,,,,
skull-drop-shoulder-sweater,,,,,,,Color,Charcoal,,,,,skull-drop-shoulder-sweater-CHARCOAL,shopify,25,deny,manual,24.27,47.59,TRUE,TRUE,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/skull-drop-shoulder-sweater-3.jpg,,,,,,
skull-drop-shoulder-sweater,,,,,,,Color,Orange,,,,,skull-drop-shoulder-sweater-ORANGE,shopify,25,deny,manual,24.27,47.59,TRUE,TRUE,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/skull-drop-shoulder-sweater-4.jpg,,,,,,
skull-drop-shoulder-sweater,,,,,,,Color,Pink,,,,,skull-drop-shoulder-sweater-PINK,shopify,25,deny,manual,24.27,47.59,TRUE,TRUE,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/skull-drop-shoulder-sweater-5.jpg,,,,,,
skull-drop-shoulder-sweater,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/skull-drop-shoulder-sweater-2.jpg,2,Distressed Skull Drop-Shoulder Sweater,,,,,,,
skull-drop-shoulder-sweater,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/skull-drop-shoulder-sweater-3.jpg,3,Distressed Skull Drop-Shoulder Sweater,,,,,,,
skull-drop-shoulder-sweater,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/skull-drop-shoulder-sweater-4.jpg,4,Distressed Skull Drop-Shoulder Sweater,,,,,,,
skull-drop-shoulder-sweater,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/skull-drop-shoulder-sweater-5.jpg,5,Distressed Skull Drop-Shoulder Sweater,,,,,,,
skull-drop-shoulder-sweater,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/skull-drop-shoulder-sweater-6.jpg,6,Distressed Skull Drop-Shoulder Sweater,,,,,,,
skull-drop-shoulder-sweater,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/skull-drop-shoulder-sweater-7.jpg,7,Distressed Skull Drop-Shoulder Sweater,,,,,,,
skull-drop-shoulder-sweater,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/skull-drop-shoulder-sweater-8.jpg,8,Distressed Skull Drop-Shoulder Sweater,,,,,,,
toddler-ghost-overalls,Toddler Ghost & Pumpkin Corduroy Overalls,"<p>Thick-wale corduroy dungarees with a ghost or a pumpkin on the bib, adjustable straps and real pockets. A costume they can actually wear.</p><ul><li>Thick-wale corduroy with a ghost or a pumpkin on the bib</li><li>Adjustable straps and real pockets</li><li>A costume they can wear all autumn, not just once</li></ul>",,Apparel,"Apparel, needs-size",TRUE,Design,Ghost (White),,,,,toddler-ghost-overalls-GHOSTWHITE,shopify,25,deny,manual,17.03,,TRUE,TRUE,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/toddler-ghost-overalls.jpg,1,Toddler Ghost & Pumpkin Corduroy Overalls,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/toddler-ghost-overalls-6.jpg,Toddler Ghost & Pumpkin Corduroy Overalls | Free US Shipping Before Ha,"Thick-wale corduroy dungarees with a ghost or a pumpkin on the bib, adjustable straps and real pockets. A costume they can actually wear.",active,"{""scale_min"":""1.0"",""scale_max"":""5.0"",""value"":""4.5""}",24,
toddler-ghost-overalls,,,,,,,Design,Pumpkin (Orange),,,,,toddler-ghost-overalls-PUMPKINORANGE,shopify,25,deny,manual,17.03,,TRUE,TRUE,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/toddler-ghost-overalls-5.jpg,,,,,,
toddler-ghost-overalls,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/toddler-ghost-overalls-2.jpg,2,Toddler Ghost & Pumpkin Corduroy Overalls,,,,,,,
toddler-ghost-overalls,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/toddler-ghost-overalls-3.jpg,3,Toddler Ghost & Pumpkin Corduroy Overalls,,,,,,,
toddler-ghost-overalls,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/toddler-ghost-overalls-4.jpg,4,Toddler Ghost & Pumpkin Corduroy Overalls,,,,,,,
toddler-ghost-overalls,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/toddler-ghost-overalls-5.jpg,5,Toddler Ghost & Pumpkin Corduroy Overalls,,,,,,,
toddler-ghost-overalls,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/toddler-ghost-overalls-6.jpg,6,Toddler Ghost & Pumpkin Corduroy Overalls,,,,,,,
toddler-ghost-overalls,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/toddler-ghost-overalls-7.jpg,7,Toddler Ghost & Pumpkin Corduroy Overalls,,,,,,,
toddler-ghost-overalls,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/toddler-ghost-overalls-8.jpg,8,Toddler Ghost & Pumpkin Corduroy Overalls,,,,,,,
toddler-spooky-goose-sweater,Toddler 'Spooky Goose' Knit Sweater,"<p>Embroidered witch, pumpkin and ghost on a soft cream knit, 0-7 years. The kind of thing parents photograph.</p><ul><li>Embroidered witch, pumpkin and ghost, not a printed transfer</li><li>Soft cream knit, sizes 0 to 7 years</li><li>The kind of thing parents photograph</li></ul>",,Apparel,"Apparel, unavailable-at-supplier",FALSE,Title,Default Title,,,,,toddler-spooky-goose-sweater,shopify,25,deny,manual,,,TRUE,TRUE,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/toddler-spooky-goose-sweater.jpg,1,Toddler 'Spooky Goose' Knit Sweater,,Toddler 'Spooky Goose' Knit Sweater | Free US Shipping Before Hallowee,"Embroidered witch, pumpkin and ghost on a soft cream knit, 0-7 years. The kind of thing parents photograph.",draft,,,
pumpkin-blanket-hoodie,Oversized Pumpkin Blanket Hoodie,"<p>Wearable fleece blanket covered in pumpkins and ghosts, one size over everything. The comfort buy of the season.</p><ul><li>A wearable fleece blanket covered in pumpkins and ghosts</li><li>One size, goes on over everything</li><li>Plus size friendly - the comfort buy of the season</li></ul>",,Apparel,Apparel,TRUE,Title,Default Title,,,,,pumpkin-blanket-hoodie,shopify,25,deny,manual,30.99,49.99,TRUE,TRUE,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/pumpkin-blanket-hoodie.jpg,1,Oversized Pumpkin Blanket Hoodie,,Oversized Pumpkin Blanket Hoodie | Free US Shipping Before Halloween,"Wearable fleece blanket covered in pumpkins and ghosts, one size over everything. The comfort buy of the season.",active,"{""scale_min"":""1.0"",""scale_max"":""5.0"",""value"":""4.8""}",5857,
pumpkin-blanket-hoodie,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/pumpkin-blanket-hoodie-2.jpg,2,Oversized Pumpkin Blanket Hoodie,,,,,,,
pumpkin-blanket-hoodie,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/pumpkin-blanket-hoodie-3.jpg,3,Oversized Pumpkin Blanket Hoodie,,,,,,,
pumpkin-blanket-hoodie,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/pumpkin-blanket-hoodie-4.jpg,4,Oversized Pumpkin Blanket Hoodie,,,,,,,
pumpkin-blanket-hoodie,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/pumpkin-blanket-hoodie-5.jpg,5,Oversized Pumpkin Blanket Hoodie,,,,,,,
pumpkin-blanket-hoodie,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/pumpkin-blanket-hoodie-6.jpg,6,Oversized Pumpkin Blanket Hoodie,,,,,,,
pumpkin-blanket-hoodie,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/pumpkin-blanket-hoodie-7.jpg,7,Oversized Pumpkin Blanket Hoodie,,,,,,,
pumpkin-blanket-hoodie,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/pumpkin-blanket-hoodie-8.jpg,8,Oversized Pumpkin Blanket Hoodie,,,,,,,
pumpkin-skull-slippers,Pumpkin & Skull Plush Slippers,"<p>Faux fur slides with an embroidered pumpkin on the toe and a proper anti-slip rubber sole. Unisex.</p><ul><li>Faux fur slides with an embroidered pumpkin on the toe</li><li>Proper anti-slip rubber sole, not fabric</li><li>Unisex, for indoors or a quick trip outside</li></ul>",,Apparel,"Apparel, unavailable-at-supplier",FALSE,Title,Default Title,,,,,pumpkin-skull-slippers,shopify,25,deny,manual,,,TRUE,TRUE,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/pumpkin-skull-slippers.jpg,1,Pumpkin & Skull Plush Slippers,,Pumpkin & Skull Plush Slippers | Free US Shipping Before Halloween,Faux fur slides with an embroidered pumpkin on the toe and a proper anti-slip rubber sole. Unisex.,draft,,,
ghostface-phone-case,Dripping Ghostface Phone Case,"<p>Horror-film artwork on shockproof silicone with raised corners. Fits the iPhone 11 through 17 range.</p><ul><li>Horror-film dripping artwork on shockproof silicone</li><li>Raised corners and a raised camera lip</li><li>Fits the iPhone 11 through 17 range, Pro and Pro Max</li></ul>",,Accessories,"Accessories, unavailable-at-supplier",FALSE,Title,Default Title,,,,,ghostface-phone-case,shopify,25,deny,manual,,,TRUE,TRUE,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/ghostface-phone-case.jpg,1,Dripping Ghostface Phone Case,,Dripping Ghostface Phone Case | Free US Shipping Before Halloween,Horror-film artwork on shockproof silicone with raised corners. Fits the iPhone 11 through 17 range.,draft,,,
trick-or-treat-phone-case,Trick-or-Treat Glitter Phone Case with Strap,"<p>Clear glitter case with pumpkins, ghosts and cats behind the shine, plus a wrist strap. Four-corner drop protection, iPhone and Galaxy.</p><ul><li>Clear glitter case with pumpkins, ghosts and cats behind it</li><li>Four-corner drop protection and a non-yellowing shell</li><li>iPhone and Samsung Galaxy, plus a wrist strap</li></ul>",,Accessories,Accessories,TRUE,Phone Model,iPhone 16,,,,,trick-or-treat-phone-case-IPHONE16,shopify,25,deny,manual,16.87,33.75,TRUE,TRUE,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/trick-or-treat-phone-case.jpg,1,Trick-or-Treat Glitter Phone Case with Strap,,Trick-or-Treat Glitter Phone Case with Strap | Free US Shipping Before,"Clear glitter case with pumpkins, ghosts and cats behind the shine, plus a wrist strap. Four-corner drop protection, iPhone and Galaxy.",active,"{""scale_min"":""1.0"",""scale_max"":""5.0"",""value"":""4.6""}",22,
trick-or-treat-phone-case,,,,,,,Phone Model,iPhone 16 Plus,,,,,trick-or-treat-phone-case-IPHONE16PLUS,shopify,25,deny,manual,16.87,33.75,TRUE,TRUE,,,,,,,,,,
trick-or-treat-phone-case,,,,,,,Phone Model,iPhone 16 Pro,,,,,trick-or-treat-phone-case-IPHONE16PRO,shopify,25,deny,manual,16.87,33.75,TRUE,TRUE,,,,,,,,,,
trick-or-treat-phone-case,,,,,,,Phone Model,iPhone 16 Pro Max,,,,,trick-or-treat-phone-case-IPHONE16PROMAX,shopify,25,deny,manual,16.87,33.75,TRUE,TRUE,,,,,,,,,,
trick-or-treat-phone-case,,,,,,,Phone Model,iPhone 16e,,,,,trick-or-treat-phone-case-IPHONE16E,shopify,25,deny,manual,16.87,33.75,TRUE,TRUE,,,,,,,,,,
trick-or-treat-phone-case,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/trick-or-treat-phone-case-2.jpg,2,Trick-or-Treat Glitter Phone Case with Strap,,,,,,,
trick-or-treat-phone-case,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/trick-or-treat-phone-case-3.jpg,3,Trick-or-Treat Glitter Phone Case with Strap,,,,,,,
trick-or-treat-phone-case,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/trick-or-treat-phone-case-4.jpg,4,Trick-or-Treat Glitter Phone Case with Strap,,,,,,,
trick-or-treat-phone-case,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/trick-or-treat-phone-case-5.jpg,5,Trick-or-Treat Glitter Phone Case with Strap,,,,,,,
trick-or-treat-phone-case,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/trick-or-treat-phone-case-6.jpg,6,Trick-or-Treat Glitter Phone Case with Strap,,,,,,,
trick-or-treat-phone-case,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/trick-or-treat-phone-case-7.jpg,7,Trick-or-Treat Glitter Phone Case with Strap,,,,,,,
pumpkin-dog-collar,Pumpkin & Sunflower Dog Collar,"<p>Adjustable autumn collar with a little pumpkin charm, in sizes for small through large dogs. The seasonal buy people make for the photo.</p><ul><li>Adjustable autumn print with a small pumpkin charm</li><li>Sizes for small, medium and large dogs</li><li>The seasonal buy people make just for the photo</li></ul>",,Accessories,"Accessories, unavailable-at-supplier",FALSE,Title,Default Title,,,,,pumpkin-dog-collar,shopify,25,deny,manual,,,TRUE,TRUE,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/pumpkin-dog-collar.jpg,1,Pumpkin & Sunflower Dog Collar,,Pumpkin & Sunflower Dog Collar | Free US Shipping Before Halloween,"Adjustable autumn collar with a little pumpkin charm, in sizes for small through large dogs. The seasonal buy people make for the photo.",draft,,,
scary-face-headrest-covers,"Scary Face Car Headrest Covers, 2 Pack","<p>Slip-on headrest covers with a printed scary face, sold as a pair. The face is 25cm / 9.84 inches, and the elastic hem stretches over the headrests in most cars, trucks and SUVs.</p><ul><li>Sold as a pair - both front headrests</li><li>Roughly 9.84 inches, fits most cars, trucks and SUVs</li><li>Slips straight on, no tools</li></ul>",,Accessories,Accessories,TRUE,Title,Default Title,,,,,scary-face-headrest-covers,shopify,25,deny,manual,1.99,2.99,TRUE,TRUE,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/scary-face-headrest-covers.jpg,1,"Scary Face Car Headrest Covers, 2 Pack",,"Scary Face Car Headrest Covers, 2 Pack | Free US Shipping Before Hallo","Slip-on headrest covers with a printed scary face, sold as a pair. The face is 25cm / 9.84 inches, and the elastic hem stretches over the headrests in most cars, trucks and SUVs.",active,,,
scary-face-headrest-covers,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/scary-face-headrest-covers-2.jpg,2,"Scary Face Car Headrest Covers, 2 Pack",,,,,,,
scary-face-headrest-covers,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/scary-face-headrest-covers-3.jpg,3,"Scary Face Car Headrest Covers, 2 Pack",,,,,,,
scary-face-headrest-covers,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/scary-face-headrest-covers-4.jpg,4,"Scary Face Car Headrest Covers, 2 Pack",,,,,,,
